age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,altersgruppe,income_per_hour,capital_income_per_hour
62,3,0,13,0,9,0,1,1,0,0,55,1,1,Senior,0.0,0.0
31,3,0,13,1,9,4,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
77,7,1,11,1,14,1,1,0,0,0,25,1,0,Senior,0.0,0.0
25,3,3,9,0,6,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
38,3,0,13,0,0,0,1,1,0,0,56,1,0,Middle-aged,0.0,0.0
33,3,0,13,2,3,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
51,0,1,10,2,9,1,0,0,0,0,40,1,0,Experienced,0.0,0.0
20,3,1,11,1,4,3,1,1,0,0,40,1,0,Young,0.0,0.0
40,0,3,9,0,0,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
20,3,5,6,1,7,1,1,1,0,0,40,1,0,Young,0.0,0.0
41,1,1,10,2,3,4,1,0,0,0,25,1,0,Experienced,0.0,0.0
44,3,5,8,2,6,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
35,3,3,9,0,4,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
35,5,3,9,1,4,1,1,1,0,0,60,1,0,Middle-aged,0.0,0.0
46,0,1,10,1,0,4,0,0,0,0,40,1,0,Experienced,0.0,0.0
24,3,1,10,1,0,1,1,0,0,0,17,1,0,Young,0.0,0.0
18,3,1,10,1,7,3,1,1,0,0,40,1,0,Young,0.0,0.0
37,3,3,9,0,6,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
58,3,2,16,1,9,1,1,1,0,0,8,1,0,Experienced,0.0,0.0
55,3,1,11,0,0,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
68,3,3,9,1,11,1,1,0,0,0,30,1,0,Senior,0.0,0.0
41,3,0,13,0,9,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
50,3,4,14,0,3,0,1,1,15024,0,50,1,1,Experienced,5.7784615384615385,5.7784615384615385
48,3,3,9,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
42,7,1,10,1,14,1,1,1,0,0,45,1,0,Experienced,0.0,0.0
45,3,3,9,0,10,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
43,3,1,10,0,9,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
37,3,1,10,0,2,0,1,1,0,0,35,1,0,Middle-aged,0.0,0.0
43,3,0,13,0,3,0,1,1,0,0,45,1,1,Experienced,0.0,0.0
36,3,3,9,2,6,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
60,3,3,9,0,7,0,0,1,0,0,30,0,0,Senior,0.0,0.0
27,3,3,9,2,2,1,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
36,3,0,13,0,11,0,1,1,0,0,50,1,1,Middle-aged,0.0,0.0
47,6,1,12,0,13,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
19,6,5,8,1,13,3,0,1,0,0,20,1,0,Young,0.0,0.0
33,3,0,13,1,7,1,0,0,0,0,35,0,0,Middle-aged,0.0,0.0
34,3,0,13,0,9,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
33,3,3,9,2,7,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
57,3,1,10,2,11,1,1,0,0,0,48,1,0,Experienced,0.0,0.0
60,3,1,12,0,0,0,1,1,0,0,40,1,1,Senior,0.0,0.0
33,1,1,11,0,12,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
41,3,0,13,1,9,1,1,0,0,0,45,1,0,Experienced,0.0,0.0
20,5,1,10,1,9,3,1,1,0,0,10,1,0,Young,0.0,0.0
28,1,0,13,1,9,1,1,0,2202,0,50,1,0,Middle-aged,0.8469230769230769,0.8469230769230769
24,6,4,14,1,9,1,0,1,0,0,20,0,0,Young,0.0,0.0
31,3,5,8,1,4,1,0,1,0,0,60,1,0,Middle-aged,0.0,0.0
38,3,3,9,1,2,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
40,3,0,13,2,9,1,1,0,0,0,45,1,0,Experienced,0.0,0.0
55,6,0,13,0,9,0,1,1,0,0,15,1,0,Experienced,0.0,0.0
49,3,3,9,0,6,0,1,1,4064,0,50,1,0,Experienced,1.563076923076923,1.563076923076923
33,3,3,9,2,13,1,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
52,3,5,3,1,6,1,1,0,0,0,40,0,0,Experienced,0.0,0.0
24,1,0,13,1,9,1,1,1,0,0,35,1,0,Young,0.0,0.0
46,3,0,13,2,2,1,1,1,0,0,48,1,0,Experienced,0.0,0.0
20,3,1,10,1,0,3,1,0,0,0,20,1,0,Young,0.0,0.0
50,3,5,3,0,5,0,1,1,0,0,40,0,0,Experienced,0.0,0.0
22,3,3,9,1,0,4,1,1,0,0,40,1,0,Young,0.0,0.0
32,4,1,10,0,13,0,0,1,0,0,35,0,0,Middle-aged,0.0,0.0
46,3,3,9,0,11,0,1,1,0,0,65,1,1,Experienced,0.0,0.0
62,7,3,9,0,14,0,1,1,2961,0,30,1,0,Senior,1.898076923076923,1.898076923076923
26,3,1,10,1,0,3,1,0,0,0,15,1,0,Middle-aged,0.0,0.0
20,3,1,10,1,11,3,0,0,0,0,14,1,0,Young,0.0,0.0
37,4,1,10,0,3,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
40,3,1,10,2,0,4,1,0,0,0,24,1,0,Experienced,0.0,0.0
22,3,1,10,1,7,3,1,0,0,0,38,1,0,Young,0.0,0.0
32,3,0,13,1,3,3,1,0,10520,0,40,1,1,Middle-aged,5.0576923076923075,5.0576923076923075
41,3,1,10,2,12,1,1,1,0,0,50,1,0,Experienced,0.0,0.0
24,3,1,12,0,0,5,1,0,0,0,40,1,0,Young,0.0,0.0
40,3,3,9,0,3,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
37,6,4,15,0,9,5,1,0,0,0,39,1,1,Middle-aged,0.0,0.0
56,3,5,5,3,11,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
20,3,1,10,1,5,1,1,1,0,0,50,1,0,Young,0.0,0.0
55,1,3,9,2,0,4,1,1,0,0,40,1,0,Experienced,0.0,0.0
29,3,3,9,1,2,2,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
37,3,3,9,2,2,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
61,5,0,13,0,13,0,1,1,0,0,60,1,0,Senior,0.0,0.0
26,3,0,13,1,9,1,1,1,0,0,38,1,0,Middle-aged,0.0,0.0
49,4,1,10,2,2,1,1,1,0,0,55,1,0,Experienced,0.0,0.0
18,1,5,4,1,4,3,1,1,0,0,40,1,0,Young,0.0,0.0
30,3,5,5,1,4,2,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
24,3,3,9,1,7,3,0,0,0,0,20,0,0,Young,0.0,0.0
24,6,3,9,0,12,0,1,1,0,0,40,1,0,Young,0.0,0.0
37,3,3,9,1,13,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
37,1,3,9,2,0,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
36,3,1,10,0,6,0,1,1,0,0,65,1,0,Middle-aged,0.0,0.0
40,3,3,9,0,4,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
44,5,3,9,0,2,0,1,1,0,0,55,1,0,Experienced,0.0,0.0
43,5,3,9,0,2,0,1,1,0,0,20,1,0,Experienced,0.0,0.0
19,3,1,10,1,5,1,1,0,0,0,35,1,0,Young,0.0,0.0
17,7,5,6,1,14,3,1,1,0,0,30,1,0,Young,0.0,0.0
39,3,3,9,0,0,5,0,0,0,0,50,1,0,Middle-aged,0.0,0.0
43,3,3,9,2,2,4,1,1,0,0,40,1,0,Experienced,0.0,0.0
43,3,3,9,0,6,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
40,3,4,14,1,9,1,1,1,0,0,40,1,1,Experienced,0.0,0.0
31,6,1,10,1,2,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
25,3,0,13,2,2,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
55,3,5,5,0,4,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
55,3,5,4,0,0,0,1,1,0,0,75,1,0,Experienced,0.0,0.0
29,3,1,10,0,3,0,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
28,3,0,13,1,0,1,1,1,10520,0,60,1,1,Middle-aged,3.371794871794872,3.371794871794872
30,3,3,9,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
23,3,3,9,1,0,3,1,1,0,0,40,1,0,Young,0.0,0.0
71,3,5,7,1,8,1,1,0,0,0,75,1,0,Senior,0.0,0.0
22,7,1,10,0,14,0,1,1,0,0,6,1,0,Young,0.0,0.0
21,3,1,10,1,11,1,1,0,0,0,40,1,0,Young,0.0,0.0
62,7,3,9,0,14,0,0,1,0,0,24,0,0,Senior,0.0,0.0
22,7,1,10,1,14,4,0,0,0,0,40,1,0,Young,0.0,0.0
49,3,3,9,0,4,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
31,3,1,12,0,6,0,1,1,0,0,20,1,0,Middle-aged,0.0,0.0
27,3,1,12,1,9,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
27,3,4,14,0,9,0,0,1,0,0,40,0,1,Middle-aged,0.0,0.0
26,3,1,10,1,7,1,1,1,0,0,20,1,0,Middle-aged,0.0,0.0
30,7,1,10,0,14,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
17,3,5,6,1,7,3,1,0,0,0,30,1,0,Young,0.0,0.0
26,3,1,10,1,13,1,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
45,3,3,9,2,0,1,1,0,0,0,40,0,0,Experienced,0.0,0.0
50,3,3,9,0,2,0,1,1,7688,0,40,1,1,Experienced,3.6961538461538463,3.6961538461538463
31,3,3,9,1,4,4,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
51,3,1,12,1,0,1,1,0,0,0,40,1,0,Experienced,0.0,0.0
56,3,5,5,3,6,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
24,6,0,13,1,6,1,1,1,0,0,35,1,0,Young,0.0,0.0
29,3,5,8,1,5,1,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
26,3,1,10,1,11,1,1,1,0,0,24,1,0,Middle-aged,0.0,0.0
51,3,1,10,0,3,0,1,1,0,0,45,1,0,Experienced,0.0,0.0
32,1,3,9,0,10,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
47,6,0,13,0,3,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
30,3,3,9,1,6,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
41,7,5,7,3,14,2,0,0,0,0,40,1,0,Experienced,0.0,0.0
49,0,1,10,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
40,3,1,10,0,9,0,0,1,0,0,40,1,1,Experienced,0.0,0.0
62,3,3,9,0,0,0,1,1,0,0,40,1,1,Senior,0.0,0.0
43,4,0,13,0,9,0,1,1,0,0,60,1,0,Experienced,0.0,0.0
76,3,5,3,1,5,1,1,1,0,0,20,1,0,Senior,0.0,0.0
40,7,4,14,0,14,0,1,1,0,0,60,1,1,Experienced,0.0,0.0
35,3,0,13,0,11,0,1,1,0,0,50,1,1,Middle-aged,0.0,0.0
27,3,3,9,1,5,3,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
54,4,0,13,0,3,0,1,1,15024,0,40,1,1,Experienced,7.223076923076923,7.223076923076923
55,5,3,9,0,11,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
21,3,1,10,1,11,3,1,1,0,0,12,1,0,Young,0.0,0.0
20,3,1,10,1,5,3,1,1,0,0,20,1,0,Young,0.0,0.0
39,3,3,9,2,0,1,1,0,0,0,20,1,0,Middle-aged,0.0,0.0
26,3,0,13,1,9,3,1,1,10520,0,64,1,1,Middle-aged,3.1610576923076925,3.1610576923076925
20,3,3,9,1,6,3,1,0,0,0,42,1,0,Young,0.0,0.0
28,3,3,9,0,13,0,1,1,0,0,60,1,0,Middle-aged,0.0,0.0
56,0,1,10,2,7,1,0,1,0,0,40,1,0,Experienced,0.0,0.0
39,3,5,8,0,6,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
44,0,0,13,0,3,0,0,1,0,0,40,1,1,Experienced,0.0,0.0
55,3,3,9,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
54,5,3,9,0,11,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
30,3,0,13,1,9,1,1,1,13550,0,45,1,1,Middle-aged,5.7905982905982905,5.7905982905982905
34,1,3,9,0,10,0,1,1,0,0,57,1,1,Middle-aged,0.0,0.0
42,3,3,9,1,13,4,0,0,0,0,38,1,0,Experienced,0.0,0.0
50,4,1,10,2,3,4,1,0,0,0,75,1,0,Experienced,0.0,0.0
34,0,1,10,0,0,0,0,1,0,0,40,1,1,Middle-aged,0.0,0.0
23,3,1,11,1,2,3,1,1,0,0,33,1,0,Young,0.0,0.0
27,7,0,13,1,14,4,0,1,0,0,25,0,0,Middle-aged,0.0,0.0
47,3,5,7,1,6,4,0,0,6849,0,40,1,0,Experienced,3.2927884615384615,3.2927884615384615
57,3,5,3,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
65,7,1,11,0,14,5,1,0,0,0,56,1,1,Senior,0.0,0.0
33,3,4,14,1,9,1,0,1,0,0,50,1,0,Middle-aged,0.0,0.0
37,3,3,9,2,2,4,1,0,0,0,48,1,0,Middle-aged,0.0,0.0
53,3,0,13,1,3,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
27,6,0,13,1,0,1,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
47,3,3,9,0,2,0,1,1,0,0,50,1,1,Experienced,0.0,0.0
42,3,1,12,0,9,0,1,1,0,0,50,1,0,Experienced,0.0,0.0
39,3,1,10,1,9,1,0,1,4787,0,40,1,1,Middle-aged,2.301442307692308,2.301442307692308
58,1,0,13,0,3,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
20,3,3,9,1,0,2,1,1,0,0,24,1,0,Young,0.0,0.0
19,3,3,9,1,6,2,1,1,0,0,40,1,0,Young,0.0,0.0
39,3,3,9,0,2,0,1,1,0,0,35,1,0,Middle-aged,0.0,0.0
51,3,3,9,2,3,1,1,1,0,0,44,1,0,Experienced,0.0,0.0
52,3,3,9,2,11,1,1,0,0,0,40,0,0,Experienced,0.0,0.0
53,3,1,10,1,0,1,1,0,0,0,50,1,1,Experienced,0.0,0.0
50,3,1,10,0,11,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
36,3,3,9,2,6,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
30,3,0,13,1,12,1,1,0,0,0,72,1,0,Middle-aged,0.0,0.0
30,3,1,10,1,0,4,0,0,0,0,40,0,0,Middle-aged,0.0,0.0
50,3,3,9,0,11,0,1,1,0,0,55,1,1,Experienced,0.0,0.0
76,3,5,4,3,8,1,1,0,0,0,40,1,0,Senior,0.0,0.0
24,3,1,10,1,5,3,0,1,0,0,40,1,0,Young,0.0,0.0
26,3,3,9,0,11,0,1,1,2885,0,40,1,0,Middle-aged,1.3870192307692308,1.3870192307692308
50,3,0,13,0,9,0,1,1,15024,0,40,1,1,Experienced,7.223076923076923,7.223076923076923
22,3,1,10,0,2,0,1,1,2407,0,40,1,0,Young,1.1572115384615385,1.1572115384615385
23,1,0,13,1,9,1,1,0,0,0,35,1,0,Young,0.0,0.0
51,3,3,9,0,3,0,1,1,0,0,50,1,0,Experienced,0.0,0.0
58,3,5,6,0,13,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
38,3,5,5,0,7,5,0,0,0,0,24,0,0,Middle-aged,0.0,0.0
45,3,1,10,0,6,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
55,5,3,9,3,11,1,1,1,0,0,40,1,0,Experienced,0.0,0.0
45,3,1,10,0,11,0,1,1,0,0,60,1,1,Experienced,0.0,0.0
42,3,1,10,2,6,1,1,1,0,0,45,1,0,Experienced,0.0,0.0
44,6,0,13,0,0,0,1,1,0,0,46,1,1,Experienced,0.0,0.0
60,3,0,13,0,9,0,1,1,0,0,50,1,1,Senior,0.0,0.0
27,3,1,10,1,11,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
25,1,1,10,0,3,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
61,7,0,13,2,14,1,1,0,0,0,24,1,0,Senior,0.0,0.0
43,3,3,9,0,3,0,1,1,15024,0,50,1,1,Experienced,5.7784615384615385,5.7784615384615385
63,3,5,4,3,7,1,1,0,0,0,41,1,0,Senior,0.0,0.0
46,1,4,14,1,9,1,1,0,0,0,43,1,0,Experienced,0.0,0.0
47,3,1,10,0,3,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
37,3,1,10,2,11,1,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
43,3,3,9,2,3,4,0,0,0,0,40,1,0,Experienced,0.0,0.0
46,3,4,14,0,9,0,1,1,0,0,35,1,1,Experienced,0.0,0.0
48,7,5,6,0,14,5,0,0,0,0,35,1,0,Experienced,0.0,0.0
79,7,5,4,0,14,0,1,1,1409,0,35,1,0,Senior,0.7741758241758242,0.7741758241758242
44,3,3,9,1,2,1,1,1,0,0,30,1,0,Experienced,0.0,0.0
54,3,3,9,0,3,0,1,1,0,0,45,1,0,Experienced,0.0,0.0
22,3,1,10,1,9,3,1,0,0,0,40,1,0,Young,0.0,0.0
47,0,3,9,0,13,0,0,1,0,0,50,1,1,Experienced,0.0,0.0
18,3,3,9,1,7,3,1,0,0,0,20,1,0,Young,0.0,0.0
25,3,5,6,0,2,0,1,1,0,0,40,0,0,Middle-aged,0.0,0.0
24,3,1,10,1,0,3,1,0,0,0,40,0,0,Young,0.0,0.0
37,1,0,13,0,0,0,1,1,0,0,40,1,1,Middle-aged,0.0,0.0
35,5,3,9,0,2,0,1,1,7298,0,60,1,1,Middle-aged,2.3391025641025642,2.3391025641025642
59,3,1,10,1,0,3,1,0,0,0,34,1,0,Experienced,0.0,0.0
46,3,1,10,1,2,1,0,1,0,0,40,0,0,Experienced,0.0,0.0
45,1,1,11,0,10,0,1,1,0,0,60,1,1,Experienced,0.0,0.0
19,3,3,9,1,7,3,1,1,0,0,15,1,0,Young,0.0,0.0
22,3,3,9,1,0,3,1,0,0,0,28,1,0,Young,0.0,0.0
41,3,0,13,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
33,5,3,9,0,3,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
26,0,3,9,1,0,1,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
22,3,1,10,0,5,0,1,1,0,0,35,1,0,Young,0.0,0.0
29,5,3,9,0,9,0,1,1,0,0,65,1,1,Middle-aged,0.0,0.0
22,3,3,9,1,0,1,1,0,0,0,39,1,0,Young,0.0,0.0
23,3,5,8,0,5,3,1,1,0,0,40,1,0,Young,0.0,0.0
20,3,3,9,0,0,0,1,1,3781,0,50,1,0,Young,1.4542307692307692,1.4542307692307692
25,3,0,13,1,9,1,0,0,0,0,40,1,0,Middle-aged,0.0,0.0
59,3,3,9,0,0,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
44,3,1,10,0,2,0,1,1,4386,0,55,1,0,Experienced,1.5335664335664336,1.5335664335664336
55,3,1,10,0,12,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
42,3,4,14,0,3,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
47,3,3,9,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
42,3,1,10,0,6,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
45,3,1,10,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
23,3,3,9,0,7,0,1,1,0,0,40,0,0,Young,0.0,0.0
60,7,5,5,0,14,0,1,1,0,0,40,1,0,Senior,0.0,0.0
23,3,1,10,1,2,1,1,1,0,0,40,1,0,Young,0.0,0.0
52,3,3,9,0,2,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
49,3,3,9,0,2,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
20,3,1,10,1,2,3,1,1,0,0,40,1,0,Young,0.0,0.0
20,3,3,9,1,7,1,1,0,0,0,20,1,0,Young,0.0,0.0
23,1,3,9,1,7,3,1,0,0,0,45,1,0,Young,0.0,0.0
30,3,1,10,2,2,1,1,1,0,0,65,1,0,Middle-aged,0.0,0.0
45,3,3,9,0,5,0,1,1,0,0,48,1,1,Experienced,0.0,0.0
30,3,4,15,3,7,1,1,1,0,0,35,1,0,Middle-aged,0.0,0.0
17,3,5,5,1,7,3,1,0,0,0,20,1,0,Young,0.0,0.0
22,3,3,9,1,11,1,1,1,0,0,40,1,0,Young,0.0,0.0
25,3,0,13,1,5,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
52,3,1,10,0,3,0,1,1,15024,0,55,0,1,Experienced,5.253146853146853,5.253146853146853
40,3,1,10,0,12,5,1,0,0,0,40,1,1,Experienced,0.0,0.0
18,7,5,6,1,14,3,0,1,0,0,30,1,0,Young,0.0,0.0
58,3,3,9,0,3,0,1,1,0,0,45,1,0,Experienced,0.0,0.0
30,3,3,9,0,2,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
59,3,5,6,0,5,0,1,1,3942,0,40,1,0,Experienced,1.8951923076923076,1.8951923076923076
29,3,1,10,1,7,1,0,0,0,0,30,0,0,Middle-aged,0.0,0.0
26,3,1,11,2,9,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
39,1,0,13,3,9,4,0,0,0,0,10,0,0,Middle-aged,0.0,0.0
33,3,0,13,0,3,0,1,1,0,0,50,1,1,Middle-aged,0.0,0.0
21,7,1,10,1,14,3,1,0,0,0,40,1,0,Young,0.0,0.0
22,3,1,10,1,11,3,1,1,0,0,24,1,0,Young,0.0,0.0
25,3,1,10,0,2,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
19,7,1,10,1,14,3,1,0,0,0,20,1,0,Young,0.0,0.0
44,3,1,10,2,9,4,0,0,0,0,40,1,0,Experienced,0.0,0.0
35,3,3,9,2,11,3,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
40,3,3,9,0,5,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
19,3,5,7,1,0,3,1,0,0,0,20,1,0,Young,0.0,0.0
37,3,3,9,0,2,0,1,1,0,0,35,0,1,Middle-aged,0.0,0.0
32,3,1,11,0,12,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
52,5,3,9,2,13,1,1,1,0,0,65,1,0,Experienced,0.0,0.0
36,3,3,9,0,2,0,1,1,0,0,41,1,0,Middle-aged,0.0,0.0
38,3,1,10,2,2,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
57,6,0,13,2,6,1,0,1,0,0,39,1,0,Experienced,0.0,0.0
22,6,1,10,1,0,1,1,0,0,0,15,1,0,Young,0.0,0.0
20,3,1,10,1,0,3,1,0,0,0,35,1,0,Young,0.0,0.0
40,3,5,7,2,6,1,0,1,0,0,36,1,0,Experienced,0.0,0.0
36,5,0,13,0,4,0,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
27,3,3,9,2,0,4,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
52,3,3,9,1,0,1,1,0,0,0,50,1,0,Experienced,0.0,0.0
43,3,3,9,2,13,4,1,0,0,0,44,1,0,Experienced,0.0,0.0
35,3,3,9,0,13,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
29,3,3,9,0,4,0,0,1,0,0,40,1,0,Middle-aged,0.0,0.0
27,3,1,10,1,6,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
24,7,3,9,0,14,5,1,0,0,0,25,1,0,Young,0.0,0.0
49,1,4,14,0,3,0,1,1,0,0,40,1,1,Experienced,0.0,0.0
26,5,1,10,2,2,1,1,1,0,0,30,1,0,Middle-aged,0.0,0.0
47,3,3,9,2,7,1,1,1,0,0,32,1,0,Experienced,0.0,0.0
20,3,1,10,1,0,3,1,0,0,0,40,1,0,Young,0.0,0.0
19,3,3,9,1,5,3,1,1,0,0,40,1,0,Young,0.0,0.0
20,3,3,9,1,0,3,1,0,0,0,40,1,0,Young,0.0,0.0
23,3,5,7,2,9,3,1,1,0,0,35,1,0,Young,0.0,0.0
25,3,0,13,1,11,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
21,3,3,9,1,5,3,1,1,0,0,36,1,0,Young,0.0,0.0
25,3,3,9,1,6,3,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
63,6,1,10,0,10,0,1,1,0,0,32,1,0,Senior,0.0,0.0
25,3,0,13,1,12,1,1,0,0,0,50,1,0,Middle-aged,0.0,0.0
28,3,3,9,1,6,3,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
39,3,4,14,1,9,1,1,1,0,0,60,1,1,Middle-aged,0.0,0.0
28,3,1,10,1,12,1,1,0,4865,0,40,1,0,Middle-aged,2.3389423076923075,2.3389423076923075
30,3,0,13,0,3,0,1,1,0,0,45,1,1,Middle-aged,0.0,0.0
41,1,1,11,2,9,4,1,0,0,0,40,1,0,Experienced,0.0,0.0
52,1,1,12,2,7,1,1,0,4865,0,30,1,0,Experienced,3.1185897435897436,3.1185897435897436
36,3,3,9,0,2,0,1,1,4064,0,40,1,0,Middle-aged,1.9538461538461538,1.9538461538461538
27,3,5,5,1,7,3,1,1,0,0,50,0,0,Middle-aged,0.0,0.0
32,0,1,10,0,12,5,1,0,0,0,40,1,0,Middle-aged,0.0,0.0
50,3,3,9,0,13,0,1,1,0,0,70,1,0,Experienced,0.0,0.0
21,3,1,10,1,0,2,1,1,0,0,30,0,0,Young,0.0,0.0
60,3,3,9,2,0,4,1,0,0,0,37,1,0,Senior,0.0,0.0
47,3,5,7,0,7,0,0,1,0,0,36,1,0,Experienced,0.0,0.0
54,5,3,9,0,4,0,1,1,0,0,60,1,1,Experienced,0.0,0.0
32,1,4,14,1,9,1,1,1,0,0,50,1,0,Middle-aged,0.0,0.0
61,3,1,10,0,11,0,1,1,0,0,40,1,0,Senior,0.0,0.0
29,5,1,10,0,3,2,1,1,4386,0,45,1,1,Middle-aged,1.8743589743589744,1.8743589743589744
36,1,3,9,1,7,4,0,0,0,0,70,1,0,Middle-aged,0.0,0.0
38,1,3,9,0,13,0,1,1,0,0,20,1,0,Middle-aged,0.0,0.0
59,3,5,6,3,6,1,1,1,0,0,52,1,0,Experienced,0.0,0.0
43,3,1,10,0,0,0,1,1,0,0,40,1,0,Experienced,0.0,0.0
19,3,5,7,1,6,1,1,1,0,0,10,1,0,Young,0.0,0.0
42,3,0,13,0,9,0,1,1,5013,0,40,1,0,Experienced,2.410096153846154,2.410096153846154
33,3,1,10,0,3,0,1,1,0,0,45,1,0,Middle-aged,0.0,0.0
47,3,3,9,0,7,5,0,0,5013,0,40,1,0,Experienced,2.410096153846154,2.410096153846154
51,3,3,9,0,3,0,1,1,7298,0,40,1,1,Experienced,3.5086538461538463,3.5086538461538463
28,3,1,10,1,11,1,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
61,3,1,10,2,0,4,1,0,0,0,43,1,0,Senior,0.0,0.0
23,3,0,13,1,9,1,1,0,0,0,60,1,0,Young,0.0,0.0
31,3,5,5,0,2,0,1,1,0,0,40,1,0,Middle-aged,0.0,0.0
38,5,5,7,2,3,1,1,1,0,0,55,1,0,Middle-aged,0.0,0.0
21,3,5,5,1,5,2,1,1,0,0,40,0,0,Young,0.0,0.0
22,3,3,9,1,2,3,1,1,0,0,50,1,0,Young,0.0,0.0
53,0,0,13,0,3,0,1,1,0,0,48,1,1,Experienced,0.0,0.0
